date,ontime,high,low,precip,snow
2018-09-21,0.9200604320884552,73.0,61.0,0,0
2018-09-24,0.9071175406697691,60.1,54.0,0,0
2018-09-25,0.906465276755905,71.1,57.0,1.24,0
2018-09-26,0.8816175982781733,84.0,68.0,0.28,0
2018-09-27,0.9368222605767574,71.1,61.0,0.05,0
2018-09-28,0.9371478345706632,62.1,57.9,0.35,0
2018-10-01,0.9256315855539403,68.0,57.0,0.06,0
2018-10-02,0.9202577440449486,64.0,57.0,0.29,0
2018-10-03,0.9223094267508738,64.0,54.0,0.21,0
2018-10-04,0.8882597023563882,73.0,59.0,0,0
2018-10-05,0.7674027896053758,69.1,53.1,0,0
2018-10-08,0.9188506193448716,60.1,55.0,T,0
2018-10-09,0.6259340810266467,80.1,57.9,0,0
2018-10-10,0.7506161692255651,86.0,68.0,0,0
2018-10-11,0.8284535910176095,72.0,57.9,0.6,0
2018-10-12,0.8322190882414353,63.0,51.1,0.09,0
2018-10-15,0.7113093931377453,70.0,45.0,0.07,0
2018-10-16,0.7256905948231245,60.1,46.9,0.03,0
2018-10-17,0.8093460984212747,63.0,44.1,T,0
2018-10-18,0.833837907818765,48.9,39.0,T,0
2018-10-19,0.8249222195376894,63.0,37.0,0,0
2018-10-22,0.7808003168705246,54.0,34.0,0,0
2018-10-23,0.8745297553936615,55.9,41.0,0.41,0
2018-10-24,0.8993403802271639,48.9,41.0,0.04,0
2018-10-25,0.8963720521788093,51.1,37.0,0,0
2018-10-26,0.8902800970876863,48.0,34.0,0,0
2018-10-29,0.9044829235692237,60.1,44.1,0.52,0
2018-10-30,0.9188391390785382,50.0,39.0,0,0
2018-10-31,0.9285859949296881,57.9,37.0,0,0
2018-11-01,0.9381389647711913,64.0,53.1,0.01,0
2018-11-02,0.9342333634962458,70.0,53.1,0.36,0
2018-11-05,0.8923192880272957,52.0,46.0,0.36,0
2018-11-06,0.8956775679313466,60.1,48.0,0.78,0
2018-11-07,0.912486987165244,64.0,53.1,0,0
2018-11-08,0.8840676300749014,57.0,44.1,0,0
